Customer Name,Organization,Hardware ID,Days,Generated Date,Expiry Date
SMC-APP,SMC-APP,02a833444cf9138ab0d3f2bf192f6e6defc25b99d41d5e22a2e15ae72f3b893b,7,2025-03-24,2025-03-31
