id,user,message,createdAt,logType,component,level,metadata
435,system,[INFO] Production build safety validation passed,2025-09-05 09:09:00.898 +00:00,build,build-prep,info,"{""operation"":""validateBuildSafety"",""licenseType"":""production"",""bypassMode"":""false"",""realHardware"":""false""}"
436,system,[INFO] Starting build environment validation,2025-09-05 09:09:00.903 +00:00,build,build-prep,info,"{""operation"":""validateBuildEnvironment"",""nodeVersion"":""v20.15.0"",""platform"":""win32""}"
437,system,[INFO] Build environment validation completed,2025-09-05 09:09:05.220 +00:00,build,build-prep,info,"{""operation"":""validateBuildEnvironment"",""nodeVersion"":""v20.15.0"",""majorVersion"":20}"
438,system,[INFO] Starting database cleanup,2025-09-05 09:09:05.225 +00:00,build,build-prep,info,"{""operation"":""cleanDatabase""}"
439,system,[INFO] Database cleanup completed,2025-09-05 09:09:14.786 +00:00,build,build-prep,info,"{""operation"":""cleanDatabase""}"
440,system,[INFO] Starting organization data setup,2025-09-05 09:09:14.790 +00:00,build,build-prep,info,"{""operation"":""setupOrganizationData"",""organizationName"":""SMC_INTERNAL"",""customerName"":""SMC_INTERNAL"",""useLicenseData"":true}"
441,system,Production build preparation completed for SMC_INTERNAL (Customer: SMC_INTERNAL) - License-based configuration,2025-09-05 09:09:14,system,unknown,info,
442,system,[INFO] Organization data setup completed,2025-09-05 09:09:15.856 +00:00,build,build-prep,info,"{""operation"":""setupOrganizationData"",""organizationName"":""SMC_INTERNAL""}"
443,system,[INFO] Starting license file cleanup,2025-09-05 09:09:15.860 +00:00,build,build-prep,info,"{""operation"":""cleanLicenseFiles""}"
444,system,[INFO] License file cleanup completed,2025-09-05 09:09:15.864 +00:00,build,build-prep,info,"{""operation"":""cleanLicenseFiles"",""removedCount"":1}"
445,system,[INFO] Starting resources directory preparation,2025-09-05 09:09:15.870 +00:00,build,build-prep,info,"{""operation"":""prepareResourcesDirectory""}"
446,system,[INFO] Resources directory preparation completed,2025-09-05 09:09:15.876 +00:00,build,build-prep,info,"{""operation"":""prepareResourcesDirectory""}"
447,system,[INFO] Starting build readiness validation,2025-09-05 09:09:15.880 +00:00,build,build-prep,info,"{""operation"":""validateBuildReadiness""}"
448,system,[INFO] Build readiness validation completed,2025-09-05 09:09:16.889 +00:00,build,build-prep,info,"{""operation"":""validateBuildReadiness""}"
449,system,[INFO] Build preparation completed successfully,2025-09-05 09:09:16.894 +00:00,build,build-prep,info,"{""operation"":""main"",""duration"":""16061ms"",""organizationName"":""SMC_INTERNAL"",""deviceType"":""DS12"",""licenseType"":""production"",""isInternalBuild"":false,""useLicenseData"":true}"
450,system,[INFO] Starting SMC application initialization,2025-09-05 12:41:57.363 +00:00,system,background,info,
451,system,[DEBUG] Waiting for app ready state,2025-09-05 12:41:57.363 +00:00,debug,background,debug,
452,system,[DEBUG] Checkpoint: app-ready in application-startup,2025-09-05 12:41:57.418 +00:00,debug,background,debug,"{""checkpoint"":""app-ready"",""elapsed"":""55ms"",""timestamp"":1757076117417,""operation"":""application-startup""}"
453,system,"[INFO] Electron app ready, proceeding with initialization",2025-09-05 12:41:57.418 +00:00,system,background,info,
454,system,[DEBUG] Creating main window,2025-09-05 12:41:57.418 +00:00,debug,background,debug,
455,system,[DEBUG] Checkpoint: window-created in application-startup,2025-09-05 12:41:57.458 +00:00,debug,background,debug,"{""checkpoint"":""window-created"",""elapsed"":""96ms"",""timestamp"":1757076117458,""operation"":""application-startup""}"
456,system,[INFO] Main window created successfully,2025-09-05 12:41:57.458 +00:00,system,background,info,
457,system,[DEBUG] Initializing database connection,2025-09-05 12:41:57.458 +00:00,debug,background,debug,
458,system,[DEBUG] Starting application-startup,2025-09-05 12:41:57.363 +00:00,debug,background,debug,"{""timestamp"":1757076117362,""operation"":""application-startup""}"
459,system,[DEBUG] Checkpoint: database-sync in application-startup,2025-09-05 12:41:57.528 +00:00,debug,background,debug,"{""checkpoint"":""database-sync"",""elapsed"":""166ms"",""timestamp"":1757076117528,""operation"":""application-startup""}"
460,system,[INFO] Database synchronized successfully,2025-09-05 12:41:57.528 +00:00,system,background,info,
461,system,[DEBUG] Loading application settings,2025-09-05 12:41:57.529 +00:00,debug,background,debug,
462,system,[DEBUG] Checkpoint: settings-loaded in application-startup,2025-09-05 12:41:57.541 +00:00,debug,background,debug,"{""checkpoint"":""settings-loaded"",""elapsed"":""179ms"",""timestamp"":1757076117541,""operation"":""application-startup""}"
463,system,[INFO] Application settings loaded,2025-09-05 12:41:57.542 +00:00,system,background,info,"{""indicatorPort"":""auto"",""indicatorBaudrate"":115200}"
464,system,[DEBUG] Initializing indicator device,2025-09-05 12:41:57.542 +00:00,debug,background,debug,"{""port"":""auto"",""baudrate"":115200}"
465,system,[DEBUG] Checkpoint: indicator-initialized in application-startup,2025-09-05 12:41:57.542 +00:00,debug,background,debug,"{""checkpoint"":""indicator-initialized"",""elapsed"":""180ms"",""timestamp"":1757076117542,""operation"":""application-startup""}"
466,system,[INFO] Indicator device initialized,2025-09-05 12:41:57.542 +00:00,system,background,info,
467,system,[DEBUG] Initializing authentication system,2025-09-05 12:41:57.542 +00:00,debug,background,debug,
468,system,[DEBUG] Checkpoint: auth-initialized in application-startup,2025-09-05 12:41:57.542 +00:00,debug,background,debug,"{""checkpoint"":""auth-initialized"",""elapsed"":""180ms"",""timestamp"":1757076117542,""operation"":""application-startup""}"
469,system,[INFO] Authentication system initialized,2025-09-05 12:41:57.543 +00:00,system,background,info,
470,system,[DEBUG] Starting indicator data reception,2025-09-05 12:41:57.543 +00:00,debug,background,debug,
471,system,[DEBUG] Checkpoint: indicator-receiving in application-startup,2025-09-05 12:41:57.543 +00:00,debug,background,debug,"{""checkpoint"":""indicator-receiving"",""elapsed"":""181ms"",""timestamp"":1757076117543,""operation"":""application-startup""}"
472,system,[INFO] Indicator device started receiving data,2025-09-05 12:41:57.543 +00:00,system,background,info,
473,system,[DEBUG] Initializing license system handlers,2025-09-05 12:41:57.543 +00:00,debug,background,debug,
474,system,[DEBUG] Checkpoint: license-handlers-initialized in application-startup,2025-09-05 12:41:57.543 +00:00,debug,background,debug,"{""checkpoint"":""license-handlers-initialized"",""elapsed"":""181ms"",""timestamp"":1757076117543,""operation"":""application-startup""}"
475,system,[INFO] License system handlers initialized,2025-09-05 12:41:57.543 +00:00,system,background,info,
476,system,[DEBUG] Loading production renderer file,2025-09-05 12:41:57.543 +00:00,debug,background,debug,
477,system,[DEBUG] Checkpoint: renderer-loaded in application-startup,2025-09-05 12:41:57.552 +00:00,debug,background,debug,"{""checkpoint"":""renderer-loaded"",""elapsed"":""190ms"",""timestamp"":1757076117552,""operation"":""application-startup""}"
478,system,[INFO] Renderer loaded successfully,2025-09-05 12:41:57.552 +00:00,system,background,info,
479,system,[DEBUG] Initializing activation state manager,2025-09-05 12:41:57.552 +00:00,debug,background,debug,
480,system,[DEBUG] Starting undefined,2025-09-05 12:41:57.553 +00:00,debug,unknown,debug,"{""timestamp"":1757076117553}"
481,system,[INFO] [object Object],2025-09-05 12:41:57.553 +00:00,license,Checking system activation status,info,
482,system,License activation check: not activated by system,2025-09-05 12:41:57.615 +00:00,system,unknown,info,
483,system,License activation check failed: e.stop is not a function by system,2025-09-05 12:41:57.618 +00:00,system,unknown,info,
484,system,Activation state changed: false -> false (Initialization error fallback) by system,2025-09-05 12:41:57.621 +00:00,system,unknown,info,
485,system,[DEBUG] Checkpoint: activation-state-initialized in application-startup,2025-09-05 12:41:57.624 +00:00,debug,background,debug,"{""checkpoint"":""activation-state-initialized"",""elapsed"":""262ms"",""timestamp"":1757076117624,""operation"":""application-startup""}"
486,system,[INFO] Activation state manager initialized,2025-09-05 12:41:57.624 +00:00,system,background,info,"{""isActivated"":false,""ds12Available"":false,""initialPage"":""activate-key""}"
487,system,[DEBUG] Registering IPC handlers,2025-09-05 12:41:57.624 +00:00,debug,background,debug,
488,system,[DEBUG] Checkpoint: device-handlers-registered in application-startup,2025-09-05 12:41:57.624 +00:00,debug,background,debug,"{""checkpoint"":""device-handlers-registered"",""elapsed"":""262ms"",""timestamp"":1757076117624,""operation"":""application-startup""}"
489,system,[INFO] Device handlers registered,2025-09-05 12:41:57.624 +00:00,system,background,info,
490,system,[DEBUG] Checkpoint: settings-handlers-registered in application-startup,2025-09-05 12:41:57.624 +00:00,debug,background,debug,"{""checkpoint"":""settings-handlers-registered"",""elapsed"":""262ms"",""timestamp"":1757076117624,""operation"":""application-startup""}"
491,system,[INFO] Settings handlers registered,2025-09-05 12:41:57.624 +00:00,system,background,info,
492,system,[DEBUG] Checkpoint: auth-handlers-registered in application-startup,2025-09-05 12:41:57.624 +00:00,debug,background,debug,"{""checkpoint"":""auth-handlers-registered"",""elapsed"":""262ms"",""timestamp"":1757076117624,""operation"":""application-startup""}"
493,system,[INFO] Authentication handlers registered,2025-09-05 12:41:57.624 +00:00,system,background,info,
494,system,[DEBUG] Checkpoint: logging-handlers-registered in application-startup,2025-09-05 12:41:57.624 +00:00,debug,background,debug,"{""checkpoint"":""logging-handlers-registered"",""elapsed"":""262ms"",""timestamp"":1757076117624,""operation"":""application-startup""}"
495,system,[INFO] Logging handlers registered,2025-09-05 12:41:57.624 +00:00,system,background,info,
496,system,[DEBUG] Loading application UI,2025-09-05 12:41:57.624 +00:00,debug,background,debug,"{""environment"":""production"",""initialPage"":""activate-key""}"
497,system,[INFO] Completed application-startup,2025-09-05 12:41:59.003 +00:00,system,background,info,"{""duration"":""1640ms"",""startTime"":1757076117362,""endTime"":1757076119002,""operation"":""application-startup"",""environment"":""production"",""initialPage"":""activate-key"",""success"":true}"
498,system,[INFO] SMC application initialization completed successfully,2025-09-05 12:41:59.003 +00:00,system,background,info,"{""totalStartupTime"":""1640ms"",""environment"":""production""}"
499,system,"[INFO] Renderer finished loading, navigating to initial page",2025-09-05 12:41:59.055 +00:00,system,background,info,"{""initialPage"":""activate-key""}"
500,system,[DEBUG] Starting undefined,2025-09-05 12:41:59.062 +00:00,debug,unknown,debug,"{""timestamp"":1757076119062}"
501,system,ESP32 MAC address request - hardware binding required by system,2025-09-05 12:41:59.063 +00:00,system,unknown,info,
502,system,[INFO] [object Object],2025-09-05 12:41:59.067 +00:00,hardware,Starting ESP32 MAC address retrieval,info,
503,system,[DEBUG] Starting undefined,2025-09-05 12:41:59.070 +00:00,debug,unknown,debug,"{""timestamp"":1757076119070}"
504,system,[INFO] [object Object],2025-09-05 12:41:59.070 +00:00,hardware,ESP32 MAC address attempt 1,info,
505,system,License activation error: r.stop is not a function by system,2025-09-05 12:42:09.084 +00:00,system,unknown,info,
506,system,[INFO] Application shutdown initiated - cleaning up controllers,2025-09-05 12:42:11.993 +00:00,system,background,info,
507,system,[INFO] Graceful cleanup initiated,2025-09-05 12:42:11.993 +00:00,system,BuildTimeController,info,"{""operation"":""cleanup"",""hasInstance"":false,""isInitialized"":false,""deviceType"":""unknown""}"
508,system,[INFO] Cleanup skipped - no instance to clean,2025-09-05 12:42:12.010 +00:00,system,BuildTimeController,info,"{""operation"":""cleanup"",""duration"":17}"
