timestamp,customer_id,organization,application_name,expiry_date,license_status,license_type,license_file,mac_address,wifi_ssid,created_at,updated_at,notes
2025-09-06T06:41:30.710Z,INT001,SMC Internal,SMC_Test_TEST,ENCRYPTED,generated,production,license_test.lic,ENCRYPTED,ENCRYPTED,2025-09-06T06:41:30.705Z,2025-09-06T06:41:30.710Z,AUDIT: INTERNAL license generated by Asus for INTERNAL_TESTING
